InvoiceNo,StockCode,Description,Quantity,CustomerID
0,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,17611
0,23236,STORAGE TIN VINTAGE DOILY ,-1,16653
0,23245,SET OF 3 REGENCY CAKE TINS,-2,16653
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-3,16653
0,23079,TOADSTOOL BEDSIDE LIGHT ,-1,16653
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,16653
0,21534,DAIRY MAID LARGE MILK JUG,-1,16653
0,84946,ANTIQUE SILVER T-LIGHT GLASS,-1,16653
0,22784,LANTERN CREAM GAZEBO ,-1,14217
0,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-8,13777
0,22728,ALARM CLOCK BAKELIKE PINK,-1,16842
0,22726,ALARM CLOCK BAKELIKE GREEN,-1,14211
0,22784,LANTERN CREAM GAZEBO ,-1,14883
0,23084,RABBIT NIGHT LIGHT,-4,15611
0,23412,HEART MIRROR ANTIQUE WHITE,-2,16909
0,22842,BISCUIT TIN VINTAGE RED,-2,14907
0,23425,STORAGE TIN HOME SWEET HOME,-2,17405
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,17405
0,22364,GLASS JAR DIGESTIVE BISCUITS,-1,17405
0,22362,GLASS JAR PEACOCK BATH SALTS,-3,17405
0,22357,KINGS CHOICE BISCUIT TIN,-2,17405
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,14141
0,21875,KINGS CHOICE MUG,-1,14141
0,22487,WHITE WOOD GARDEN PLANT LADDER,-4,16462
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,12584
0,22960,JAM MAKING SET WITH JARS,-1,12584
0,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,12584
0,22844,VINTAGE CREAM DOG FOOD CONTAINER,-2,12584
0,22804,CANDLEHOLDER PINK HANGING HEART,-2,12584
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,12584
0,22470,HEART OF WICKER LARGE,-1,13499
0,23002,TRAVEL CARD WALLET SKULLS,-18,16394
0,23000,TRAVEL CARD WALLET TRANSPORT,-2,16394
0,23203,JUMBO BAG VINTAGE DOILY ,-2,16160
0,21925,UNION STRIPE CUSHION COVER ,-2,15841
0,21926,RED/CREAM STRIPE CUSHION COVER ,-2,15841
0,47594A,CAROUSEL DESIGN WASHBAG,-1,14792
0,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,14792
0,23110,PARISIENNE KEY CABINET ,-2,17644
0,23322,LARGE WHITE HEART OF WICKER,-2,17644
0,82482,WOODEN PICTURE FRAME WHITE FINISH,-6,14944
0,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,15745
0,23292,SPACEBOY CHILDRENS CUP,-8,13266
0,23123,COCKTAIL SWORDS 50 PIECES,-3,13983
0,23224,CHERUB HEART DECORATION GOLD,-2,13983
0,23327,HANGING CLEAR MINI BOTTLE,-4,13983
0,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,-1,13983
0,22197,POPCORN HOLDER,-3,13983
0,23203,JUMBO BAG VINTAGE DOILY ,-1,18172
0,22729,ALARM CLOCK BAKELIKE ORANGE,-1,18172
0,22960,JAM MAKING SET WITH JARS,-3,13704
0,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-3,13131
0,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,13131
0,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-1,16523
0,22891,TEA FOR ONE POLKADOT,-2,13279
0,22698,PINK REGENCY TEACUP AND SAUCER,-1,13279
0,23250,VINTAGE RED TRIM ENAMEL BOWL ,-7,17490
0,22429,ENAMEL MEASURING JUG CREAM,-1,17490
0,23249,VINTAGE RED ENAMEL TRIM PLATE,-8,17490
0,23240,SET OF 4 KNICK KNACK TINS DOILY ,-1,17159
0,23240,SET OF 4 KNICK KNACK TINS DOILY ,-2,13055
0,23239,SET OF 4 KNICK KNACK TINS POPPIES,-1,13055
0,23247,BISCUIT TIN 50'S CHRISTMAS,-3,16875
0,23301,GARDENERS KNEELING PAD KEEP CALM ,-2,16875
0,23000,TRAVEL CARD WALLET TRANSPORT,-2,16875
0,23111,PARISIENNE SEWING BOX,-1,13317
0,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-3,12703
0,23241,TREASURE TIN GYMKHANA DESIGN,-2,14092
0,23118,PARISIENNE JEWELLERY DRAWER ,-1,14333
0,23111,PARISIENNE SEWING BOX,-1,14333
0,23071,MARIE ANTOINETTE TRINKET BOX GOLD,-3,14333
0,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,-1,14333
0,84949,SILVER HANGING T-LIGHT HOLDER,-3,16747
0,22963,JAM JAR WITH GREEN LID,-1,16747
0,22867,HAND WARMER BIRD DESIGN,-12,13988
0,23494,VINTAGE DOILY DELUXE SEWING KIT ,-3,17652
0,23089,GLASS BON BON JAR,-3,13767
0,23342,MINT DINER WALL CLOCK,-1,13767
0,22312,OFFICE MUG WARMER POLKADOT,-2,12679
0,22314,OFFICE MUG WARMER CHOC+BLUE,-2,12679
0,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,-1,17231
0,22301,COFFEE MUG CAT + BIRD DESIGN,-6,15365
0,22300,COFFEE MUG DOG + BALL DESIGN,-6,15365
0,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-3,15365
0,21915,RED  HARMONICA IN BOX ,-12,15365
0,21495,SKULLS AND CROSSBONES WRAP,-25,15365
0,20727,LUNCH BAG  BLACK SKULL.,-10,15365
0,20725,LUNCH BAG RED RETROSPOT,-10,15365
0,16161U,WRAP SUKI AND FRIENDS,-25,15365
0,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,15365
0,84879,ASSORTED COLOUR BIRD ORNAMENT,-16,15365
0,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,15365
0,84375,SET OF 20 KIDS COOKIE CUTTERS,-12,15365
0,71053,WHITE METAL LANTERN,-8,15365
0,23338,EGG FRYING PAN RED ,-6,15365
0,23335,EGG FRYING PAN IVORY ,-6,15365
0,23256,CHILDRENS CUTLERY SPACEBOY ,-4,15365
0,23255,CHILDRENS CUTLERY CIRCUS PARADE,-4,15365
0,23239,SET OF 4 KNICK KNACK TINS POPPIES,-6,15365
0,23120,PACK OF 6 SMALL FRUIT STRAWS,-24,15365
0,23119,PACK OF 6 LARGE FRUIT STRAWS ,-12,15365
0,23074,EMBOSSED HEART TRINKET BOX,-6,15365
0,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,-24,15365
0,23041,PAPER LANTERN 9 POINT SNOW STAR,-24,15365
0,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-6,15365
0,22961,JAM MAKING SET PRINTED,-12,15365
0,22960,JAM MAKING SET WITH JARS,-6,15365
0,22730,ALARM CLOCK BAKELIKE IVORY,-4,15365
0,22729,ALARM CLOCK BAKELIKE ORANGE,-4,15365
0,22727,ALARM CLOCK BAKELIKE RED ,-4,15365
0,22627,MINT KITCHEN SCALES,-2,15365
0,22625,RED KITCHEN SCALES,-2,15365
0,22624,IVORY KITCHEN SCALES,-2,15365
0,22623,BOX OF VINTAGE JIGSAW BLOCKS ,-3,15365
0,22622,BOX OF VINTAGE ALPHABET BLOCKS,-2,15365
0,22617,BAKING SET SPACEBOY DESIGN,-3,15365
0,22383,LUNCH BAG SUKI DESIGN ,-10,15365
0,23015,CORDIAL GLASS JUG,-2,16245
0,22824,3 TIER SWEETHEART GARDEN SHELF,-1,16245
0,22439,6 ROCKET BALLOONS ,-40,18194
0,22027,TEA PARTY BIRTHDAY CARD,-144,18194
0,22766,PHOTO FRAME CORNICE,-1,17231
0,21481,FAWN BLUE HOT WATER BOTTLE,-26,16839
0,22111,SCOTTIE DOG HOT WATER BOTTLE,-17,16839
0,23333,IVORY WICKER HEART MEDIUM,-12,16839
0,23294,SET OF 6 SNACK LOAF BAKING CASES,-8,16839
0,23293,SET OF 12 FAIRY CAKE BAKING CASES,-6,16839
0,23296,SET OF 6 TEA TIME BAKING CASES,-8,16839
0,23245,SET OF 3 REGENCY CAKE TINS,-4,16839
0,23247,BISCUIT TIN 50'S CHRISTMAS,-36,16839
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-18,16839
0,22960,JAM MAKING SET WITH JARS,-10,16839
0,23343,JUMBO BAG VINTAGE CHRISTMAS ,-7,16839
0,23203,JUMBO BAG VINTAGE DOILY ,-20,16839
0,85099B,JUMBO BAG RED RETROSPOT,-58,16839
0,23298,SPOTTY BUNTING,-4,16839
0,47566,PARTY BUNTING,-29,16839
0,23321,SMALL WHITE HEART OF WICKER,-11,16839
0,23313,VINTAGE CHRISTMAS BUNTING,-5,16839
0,23306,SET OF 36 DOILIES PANTRY DESIGN,-6,16839
0,22950,36 DOILIES VINTAGE CHRISTMAS,-12,16839
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-25,16839
0,22666,RECIPE BOX PANTRY YELLOW DESIGN,-23,16839
0,22631,CIRCUS PARADE LUNCH BOX ,-7,16839
0,22629,SPACEBOY LUNCH BOX ,-42,16839
0,22384,LUNCH BAG PINK POLKADOT,-70,16839
0,20725,LUNCH BAG RED RETROSPOT,-8,16839
0,23236,STORAGE TIN VINTAGE DOILY ,-6,16839
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-24,15505
0,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-24,14501
0,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-18,14501
0,84944,SET OF 6 KASHMIR FOLKART BAUBLES,-48,16133
0,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,-4,17633
0,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-2,15606
0,21479,WHITE SKULL HOT WATER BOTTLE ,-18,15606
0,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,-21,15606
0,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,-20,15606
0,22666,RECIPE BOX PANTRY YELLOW DESIGN,-11,15606
0,22960,JAM MAKING SET WITH JARS,-10,15606
0,23322,LARGE WHITE HEART OF WICKER,-3,15606
0,23321,SMALL WHITE HEART OF WICKER,-11,15606
0,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-12,15606
0,22728,ALARM CLOCK BAKELIKE PINK,-16,15606
0,22727,ALARM CLOCK BAKELIKE RED ,-20,15606
0,22729,ALARM CLOCK BAKELIKE ORANGE,-5,15606
0,22730,ALARM CLOCK BAKELIKE IVORY,-11,15606
0,23319,BOX OF 6 MINI 50'S CRACKERS,-48,14557
0,23318,BOX OF 6 MINI VINTAGE CRACKERS,-24,14557
0,23301,GARDENERS KNEELING PAD KEEP CALM ,-48,14557
0,23267,SET OF 4 SANTA PLACE SETTINGS,-48,14557
0,23154,SET OF 4 JAM JAR MAGNETS,-48,14557
0,23120,PACK OF 6 SMALL FRUIT STRAWS,-48,14557
0,23119,PACK OF 6 LARGE FRUIT STRAWS ,-24,14557
0,22960,JAM MAKING SET WITH JARS,-12,14557
0,22952,60 CAKE CASES VINTAGE CHRISTMAS,-24,14557
0,22950,36 DOILIES VINTAGE CHRISTMAS,-24,14557
0,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-24,14557
0,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-24,14557
0,22737,RIBBON REEL CHRISTMAS PRESENT ,-30,14557
0,22439,6 ROCKET BALLOONS ,-24,14557
0,22436,12 COLOURED PARTY BALLOONS,-20,14557
0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-40,14557
0,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,-12,15322
0,23221,REINDEER HEART DECORATION SILVER,-12,15322
0,23118,PARISIENNE JEWELLERY DRAWER ,-2,15322
0,23112,PARISIENNE CURIO CABINET,-2,15322
0,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,15322
0,79066K,RETRO MOD TRAY,-1,15322
0,23221,REINDEER HEART DECORATION SILVER,-10,15322
0,47594A,CAROUSEL DESIGN WASHBAG,-1,13198
0,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,13198
0,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-1,14462
0,22784,LANTERN CREAM GAZEBO ,-1,14217
0,23403,LETTER HOLDER HOME SWEET HOME,-1,15344
0,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,-2,15344
0,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,-2,15344
0,23431,NATURAL HANGING QUILTED HEARTS ,-2,15344
0,23401,RUSTIC MIRROR WITH LACE HEART,-1,15344
570013,21395,,-38,0
0,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-2,16523
0,82583,HOT BATHS METAL SIGN,-1,13798
0,35924,HANGING FAIRY CAKE DECORATION,-12,13798
0,22064,PINK DOUGHNUT TRINKET POT ,-1,13798
0,82583,HOT BATHS METAL SIGN,-4,13798
0,20727,LUNCH BAG  BLACK SKULL.,-3,13798
0,22377,BOTTLE BAG RETROSPOT ,-1,13798
0,21936,RED RETROSPOT PICNIC BAG,-5,13798
0,21932,SCANDINAVIAN PAISLEY PICNIC BAG,-2,13798
0,85099B,JUMBO BAG RED RETROSPOT,-1,13798
0,85099F,JUMBO BAG STRAWBERRY,-2,13798
0,20723,STRAWBERRY CHARLOTTE BAG,-1,13798
0,20724,RED RETROSPOT CHARLOTTE BAG,-5,13798
0,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,13798
0,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-1,13798
0,85099B,JUMBO BAG RED RETROSPOT,-4,13798
0,20711,JUMBO BAG TOYS ,-2,13798
0,21231,SWEETHEART CERAMIC TRINKET BOX,-3,13798
0,37446,MINI CAKE STAND WITH HANGING CAKES,-4,13798
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-6,13798
0,21231,SWEETHEART CERAMIC TRINKET BOX,-6,13798
0,37450,CERAMIC CAKE BOWL + HANGING CAKES,-2,13798
0,22064,PINK DOUGHNUT TRINKET POT ,-1,13798
0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,13798
0,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,13798
570110,22570,?,-74,0
570112,22569,?,-84,0
0,82482,WOODEN PICTURE FRAME WHITE FINISH,-2,15874
0,84950,ASSORTED COLOUR T-LIGHT HOLDER,-1,15874
0,84946,ANTIQUE SILVER T-LIGHT GLASS,-1,15874
0,21313,GLASS HEART T-LIGHT HOLDER ,-1,15874
0,21231,SWEETHEART CERAMIC TRINKET BOX,-1,15874
0,82494L,WOODEN FRAME ANTIQUE WHITE ,-1,15874
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,15874
0,22361,GLASS JAR DAISY FRESH COTTON WOOL,-1,15874
0,22066,LOVE HEART TRINKET POT,-4,15874
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,15874
0,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,-2,15874
0,21422,PORCELAIN ROSE SMALL,-2,15874
570185,21090,WET/MOULDY,-192,0
570193,22449,can't find,-125,0
0,23348,CHILDRENS TOY COOKING UTENSIL SET,-1,16918
0,22938,CUPCAKE LACE PAPER SET 6,-12,16918
0,84949,SILVER HANGING T-LIGHT HOLDER,-4,13090
0,22393,PAPERWEIGHT VINTAGE COLLAGE,-3,13090
0,23089,GLASS BON BON JAR,-1,15311
0,21530,DAIRY MAID TOASTRACK,-1,15311
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,15311
0,22778,GLASS CLOCHE SMALL,-1,15311
0,40001,WHITE BAMBOO RIBS LAMPSHADE,-3,15311
0,22386,JUMBO BAG PINK POLKADOT,-2,15311
0,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-2,15311
0,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-4,15311
0,85099B,JUMBO BAG RED RETROSPOT,-1,15311
0,21929,JUMBO BAG PINK VINTAGE PAISLEY,-1,15311
0,20713,JUMBO BAG OWLS,-2,15311
0,23077,DOUGHNUT LIP GLOSS ,-20,16326
0,22356,CHARLOTTE BAG PINK POLKADOT,-13,13113
0,20723,STRAWBERRY CHARLOTTE BAG,-18,13113
0,23207,LUNCH BAG ALPHABET DESIGN,-9,13113
0,23206,LUNCH BAG APPLE DESIGN,-10,13113
0,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-4,13113
0,22966,GINGERBREAD MAN COOKIE CUTTER,-3,13113
0,22059,CERAMIC STRAWBERRY DESIGN MUG,-1,13113
0,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-2,13113
0,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-3,13113
0,15058A,BLUE POLKADOT GARDEN PARASOL,-1,13113
0,22470,HEART OF WICKER LARGE,-33,13113
0,20724,RED RETROSPOT CHARLOTTE BAG,-5,13113
0,20725,LUNCH BAG RED RETROSPOT,-1,13113
0,22383,LUNCH BAG SUKI DESIGN ,-4,13113
0,22961,JAM MAKING SET PRINTED,-2,13113
0,85099F,JUMBO BAG STRAWBERRY,-3,13113
0,85099B,JUMBO BAG RED RETROSPOT,-4,13113
0,22960,JAM MAKING SET WITH JARS,-1,13113
0,23247,BISCUIT TIN 50'S CHRISTMAS,-2,13113
0,21976,PACK OF 60 MUSHROOM CAKE CASES,-5,13113
0,84992,72 SWEETHEART FAIRY CAKE CASES,-10,13113
0,21212,PACK OF 72 RETROSPOT CAKE CASES,-8,13113
0,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-4,13113
0,20725,LUNCH BAG RED RETROSPOT,-10,13113
0,22384,LUNCH BAG PINK POLKADOT,-7,13113
0,22355,CHARLOTTE BAG SUKI DESIGN,-9,13113
0,21936,RED RETROSPOT PICNIC BAG,-11,13113
0,23298,SPOTTY BUNTING,-49,13113
0,47566,PARTY BUNTING,-20,13113
0,22694,WICKER STAR ,-9,13113
570259,22336,,-114,0
570260,35933,,-34,0
570262,35954,,-80,0
570264,21288,,-22,0
0,22469,HEART OF WICKER SMALL,-33,13113
0,22423,REGENCY CAKESTAND 3 TIER,-6,13113
0,22138,BAKING SET 9 PIECE RETROSPOT ,-3,17419
0,22366,DOORMAT AIRMAIL ,-24,14534
0,23355,HOT WATER BOTTLE KEEP CALM,-1,12708
0,85053,FRENCH ENAMEL CANDLEHOLDER,-1,12708
0,22962,JAM JAR WITH PINK LID,-3,12708
0,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-4,14665
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-12,14665
0,21231,SWEETHEART CERAMIC TRINKET BOX,-12,14665
0,21181,PLEASE ONE PERSON METAL SIGN,-12,14665
0,21175,GIN + TONIC DIET METAL SIGN,-12,14665
0,21166,COOK WITH WINE METAL SIGN ,-12,14665
0,21137,BLACK RECORD COVER FRAME,-4,14665
0,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-8,14665
0,84029E,RED WOOLLY HOTTIE WHITE HEART.,-8,14665
0,82001S,VINYL RECORD FRAME SILVER,-4,14665
0,23426,METAL SIGN DROP YOUR PANTS,-6,14665
0,23355,HOT WATER BOTTLE KEEP CALM,-8,14665
0,23344,JUMBO BAG 50'S CHRISTMAS ,-20,14665
0,23207,LUNCH BAG ALPHABET DESIGN,-10,14665
0,23201,JUMBO BAG ALPHABET,-10,14665
0,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-24,14665
0,22865,HAND WARMER OWL DESIGN,-12,14665
0,22847,BREAD BIN DINER STYLE IVORY,-1,14665
0,22846,BREAD BIN DINER STYLE RED ,-1,14665
0,22812,PACK 3 BOXES CHRISTMAS PANNETONE,-12,14665
0,22633,HAND WARMER UNION JACK,-12,14665
0,22384,LUNCH BAG PINK POLKADOT,-10,14665
0,22367,CHILDRENS APRON SPACEBOY DESIGN,-8,14665
0,21908,CHOCOLATE THIS WAY METAL SIGN,-12,14665
0,21481,FAWN BLUE HOT WATER BOTTLE,-4,14665
0,20727,LUNCH BAG  BLACK SKULL.,-10,12731
570294,84249A,damaged,-25,0
0,51014C,"FEATHER PEN,COAL BLACK",-1,14606
570403,47574A,check,-61,0
0,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-1,17841
0,23191,BUNDLE OF 3 RETRO NOTE BOOKS,-1,17841
570440,21424,damages,-40,0
0,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,-1,16791
0,22728,ALARM CLOCK BAKELIKE PINK,-3,16791
0,75049L,LARGE CIRCULAR MIRROR MOBILE,-6,13224
0,23397,FOOT STOOL HOME SWEET HOME ,-1,17527
0,23169,CLASSIC GLASS COOKIE JAR,-3,13408
0,23503,PLAYING CARDS KEEP CALM & CARRY ON,-1,17509
0,22767,TRIPLE PHOTO FRAME CORNICE ,-1,14719
0,22423,REGENCY CAKESTAND 3 TIER,-3,14644
0,23175,REGENCY MILK JUG PINK ,-2,14644
0,22382,LUNCH BAG SPACEBOY DESIGN ,-10,17552
0,22728,ALARM CLOCK BAKELIKE PINK,-2,13078
0,22576,SWALLOW WOODEN CHRISTMAS DECORATION,-6,14911
0,21696,SMALL SILVER TRELLIS CANDLEPOT,-12,14911
0,22138,BAKING SET 9 PIECE RETROSPOT ,-6,14533
0,22492,MINI PAINT SET VINTAGE ,-36,14533
0,21671,RED SPOT CERAMIC DRAWER KNOB,-1,14356
0,22367,CHILDRENS APRON SPACEBOY DESIGN,-2,14356
0,22776,SWEETHEART 3 TIER CAKE STAND ,-1,14356
0,21626,VINTAGE UNION JACK PENNANT,-12,15706
0,90201C,RED ENAMEL FLOWER RING,-6,12719
0,90201B,BLACK ENAMEL FLOWER RING,-6,12719
0,72741,GRAND CHOCOLATECANDLE,-1,12719
0,85099F,JUMBO BAG STRAWBERRY,-100,16029
0,85099B,JUMBO BAG RED RETROSPOT,-300,16029
0,22961,JAM MAKING SET PRINTED,-192,16029
0,22386,JUMBO BAG PINK POLKADOT,-200,16029
0,22207,FRYING PAN UNION FLAG,-72,16029
0,21931,JUMBO STORAGE BAG SUKI,-100,16029
0,20712,JUMBO BAG WOODLAND ANIMALS,-200,16029
0,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,-1,14800
0,22570,FELTCRAFT CUSHION RABBIT,-240,16029
0,22569,FELTCRAFT CUSHION BUTTERFLY,-192,16029
0,22568,FELTCRAFT CUSHION OWL,-144,16029
0,22273,FELTCRAFT DOLL MOLLY,-720,16029
0,22149,FELTCRAFT 6 FLOWER FRIENDS,-600,16029
0,22147,FELTCRAFT BUTTERFLY HEARTS,-840,16029
0,20971,PINK BLUE FELT CRAFT TRINKET BOX,-1296,16029
0,20969,RED FLORAL FELTCRAFT SHOULDER BAG,-144,16029
0,22568,FELTCRAFT CUSHION OWL,-144,16029
0,22273,FELTCRAFT DOLL MOLLY,-720,16029
0,20971,PINK BLUE FELT CRAFT TRINKET BOX,-1296,16029
0,20969,RED FLORAL FELTCRAFT SHOULDER BAG,-144,16029
0,21306,SET/4 DAISY MIRROR MAGNETS,-18,14997
570595,21823,check,-94,0
570596,21803,check,-38,0
570599,84596G,??,-365,0
0,23343,JUMBO BAG VINTAGE CHRISTMAS ,-100,15125
0,20979,36 PENCILS TUBE RED RETROSPOT,-2,15208
0,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,-3,16120
0,82616B,FRAPPUCINO SCARF KNITTING KIT,-9,16120
0,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-1,16161
0,20725,LUNCH BAG RED RETROSPOT,-1,16161
0,21718,RED METAL BEACH SPADE ,-1,16161
0,23203,JUMBO BAG VINTAGE DOILY ,-2,16161
0,21257,VICTORIAN SEWING BOX MEDIUM,-1,16161
0,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,-1,16161
0,85174,S/4 CACTI CANDLES,-1,16161
0,85014B,RED RETROSPOT UMBRELLA,-1,16161
0,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,-1,14535
0,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,-1,14535
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-4,14535
0,22962,JAM JAR WITH PINK LID,-2,13418
0,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-2,14959
0,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,14959
570691,85231G,check,-110,0
0,23169,CLASSIC GLASS COOKIE JAR,-2,13359
570711,21622,damages,-45,0
570712,22121,?,-90,0
0,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,12471
0,90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,-6,14911
0,90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,-6,14911
0,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,-6,14911
0,90022,EDWARDIAN DROP EARRINGS JET BLACK,-4,14911
0,90018C,SILVER BLACK ORBIT DROP EARRINGS,-1,14911
0,90018A,SILVER M.O.P ORBIT DROP EARRINGS,-1,14911
0,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,-8,14911
0,90003E,GREEN PAIR HEART HAIR SLIDES,-4,14911
0,90003D,CRYSTAL PAIR HEART HAIR SLIDES,-4,14911
0,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,-4,14911
0,90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,-4,14911
0,90209C,PINK ENAMEL+GLASS HAIR COMB,-3,14911
0,90209A,PURPLE ENAMEL+GLASS HAIR COMB,-6,14911
0,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,-6,14911
0,90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,-4,14911
0,90202D,PINK ENAMEL FLOWER HAIR TIE,-6,14911
0,90202C,GREEN ENAMEL FLOWER HAIR TIE,-6,14911
0,90202B,WHITE ENAMEL FLOWER HAIR TIE,-6,14911
0,90202A,PURPLE ENAMEL FLOWER HAIR TIE,-6,14911
0,90192,JADE DROP EARRINGS W FILIGREE,-2,14911
0,90185C,BLACK DIAMANTE EXPANDABLE RING,-6,14911
0,90185B,AMETHYST DIAMANTE EXPANDABLE RING,-6,14911
0,90185A,AMBER DIAMANTE EXPANDABLE RING,-6,14911
0,90183A,AMBER DROP EARRINGS W LONG BEADS,-6,14911
0,90182C,BLACK 3 BEAD DROP EARRINGS,-6,14911
0,90177E,DROP DIAMANTE EARRINGS GREEN,-6,14911
0,90177D,DROP DIAMANTE EARRINGS PURPLE,-6,14911
0,90177C,DROP DIAMANTE EARRINGS CRYSTAL,-6,14911
0,90177A,CLASSIC DIAMANTE EARRINGS JET,-6,14911
0,90174,BUTTERFLY HAIR BAND,-6,14911
0,90170,DAISY HAIR BAND,-12,14911
0,90169,DAISY HAIR COMB,-6,14911
0,90168,2 DAISIES HAIR COMB,-6,14911
0,90118,PINK DAISY BAG CHARM,-6,14911
0,90108,BLUE BLOSSOM HAIR CLIP,-10,14911
0,90101,WHITE FRANGIPANI NECKLACE,-6,14911
0,90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,-6,14911
0,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,-6,14911
0,90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,-6,14911
0,90024B,NEW BAROQUE B'FLY NECKLACE RED,-2,14911
0,84616,SILVER ROCCOCO CHANDELIER,-2,14911
0,23064,CINDERELLA CHANDELIER ,-2,14911
0,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,14911
0,23236,STORAGE TIN VINTAGE DOILY ,-5,12457
0,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,-1,17017
0,23327,HANGING CLEAR MINI BOTTLE,-4,17017
0,23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,-2,17017
0,23123,COCKTAIL SWORDS 50 PIECES,-3,17017
0,22197,POPCORN HOLDER,-3,17017
